model,wall_time,loop_step,transition,env_id,level,episode_return,score,shots,win,memory_transitions,action_unique,action_entropy
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937507.1935735,327,326,0,5,2.0580001287162304,33080,5,False,327,75,3.60517038645963
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937514.6199875,331,330,0,1,-0.43599996715784073,7640,4,False,331,75,3.595843480187116
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937520.1632512,334,333,0,307,6.533999811857939,16840,3,True,334,75,3.596236405621287
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937525.6154525,337,336,0,129,7.554999813437462,27050,3,True,337,75,3.5953397726033884
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937531.1369524,340,339,0,203,7.651999901980162,28020,3,True,340,75,3.588473320936708
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937542.0021672,345,344,0,6,1.938000038266182,31880,5,False,345,75,3.596103665803304
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937549.058335,349,348,0,76,6.31999983265996,15200,4,True,349,75,3.5908803772897624
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937556.418435,353,352,0,144,7.887999847531319,30880,4,True,353,75,3.5985697454265044
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937563.6944323,357,356,0,7,0.5230001211166382,17230,4,False,357,76,3.6086315235239583
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937568.95821,360,359,0,313,7.023999825119972,21740,3,True,360,76,3.603858035170436
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937580.1289413,366,365,0,55,1.5830001384019852,28830,6,False,366,76,3.601132544799084
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937587.3727603,370,369,0,95,1.8119999766349792,30120,4,False,370,76,3.607124528302626
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937592.7003365,373,372,0,312,7.239999681711197,23900,3,True,373,76,3.6100903557582407
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937603.0837042,378,377,0,190,1.7560000382363796,30060,5,False,378,76,3.60997133343296
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937612.178485,383,382,0,142,1.5610000416636467,28110,5,False,383,76,3.613572867124832
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937619.4044456,387,386,0,140,0.16200007125735283,13620,4,False,387,76,3.614124591806957
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937626.718538,391,390,0,90,0.8840000182390213,20840,4,False,391,76,3.612273193787381
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937632.7518928,394,393,0,24,7.667999804019928,28180,3,True,394,76,3.6148451190759125
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937640.0183935,398,397,0,234,-0.4209999442100525,7790,4,False,398,76,3.6087936170324393
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937647.3319266,402,401,0,149,-0.8549999631941319,3450,4,False,402,76,3.608323046638104
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937656.337458,407,406,0,39,3.910999968647957,51610,5,False,407,76,3.6025357974334775
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937663.4622464,411,410,0,57,-0.001999886706471443,11980,4,False,411,77,3.611831173398625
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937672.4972866,416,415,0,124,0.47999998182058334,17300,5,False,416,77,3.6057988407240686
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937677.913504,419,418,0,305,6.5319997780025005,16820,3,True,419,77,3.600200056313061
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937687.1726751,424,423,0,147,0.1650000996887684,14150,5,False,424,77,3.5996686635653568
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937696.2162218,429,428,0,20,-0.6179999895393848,6320,5,False,429,77,3.605685191155305
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937699.7533073,431,430,0,49,7.818999826908112,29190,2,True,431,77,3.6014547276373263
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937707.1199076,435,434,0,203,-0.9499999471008778,2500,4,False,435,78,3.610821378897583
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937716.1547213,440,439,0,184,-1.143999956548214,1060,5,False,440,78,3.604126718345369
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937725.3194191,445,444,0,159,2.6600001640617847,39100,5,False,445,78,3.6123636227986973
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937732.3192303,449,448,0,313,5.595999799668789,7960,4,True,449,78,3.6135137584725614
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937739.7081747,453,452,0,304,-1.1999999545514584,0,4,False,453,79,3.6191387964784845
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937747.4055142,457,456,0,317,-1.1999999545514584,0,4,False,457,79,3.619775300463997
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937754.5003443,461,460,0,313,-1.1999999545514584,0,4,False,461,80,3.625890837875289
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937763.4642642,466,465,0,116,1.4890001527965069,27390,5,False,466,80,3.623402964209184
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937768.8347116,469,468,0,308,6.749999772757292,19000,3,True,469,81,3.62912584305178
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937776.1416404,473,472,0,306,5.595999788492918,7960,4,True,473,81,3.627429919657877
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937783.470796,477,476,0,98,-1.079999953508377,1200,4,False,477,81,3.6217114695586665
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937788.784656,480,479,0,12,7.2999998815357685,24500,3,True,480,81,3.621591427498717
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937794.5216238,483,482,0,12,7.303999830037355,24540,3,True,483,81,3.6206039697483012
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937801.8893955,487,486,0,21,-0.2679999843239784,9320,4,False,487,81,3.616407619362556
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937810.9874156,491,490,0,144,2.688000038266182,38880,4,False,491,81,3.6116258297140753
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937820.1381483,496,495,0,142,1.7120000533759594,29620,5,False,496,82,3.615620577601019
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937827.3722296,500,499,0,112,-0.9589999541640282,2410,4,False,500,82,3.612429379938
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937834.611111,504,503,0,63,0.25000014156103134,14500,4,False,504,82,3.610026097121269
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937840.0658758,507,506,0,202,6.7839997708797455,19340,3,True,507,82,3.6050143655243616
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937847.4983342,511,510,0,205,-1.0189999528229237,1810,4,False,511,83,3.6160815567938527
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937855.221925,515,514,0,49,-0.03499997407197952,11650,4,False,515,84,3.6203682835885806
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937863.4808147,519,518,0,315,-0.5500000491738319,6500,4,False,519,84,3.622198461054923
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937872.399393,524,523,0,191,2.6170001327991486,38670,5,False,524,84,3.6188709063082842
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937877.9007187,527,526,0,161,9.336999844759703,44870,3,True,527,84,3.615453205106229
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937881.5816,529,528,0,308,8.35099983215332,34510,2,True,529,84,3.6154657509000203
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937890.9621816,534,533,0,19,2.0850001089274883,33350,5,False,534,84,3.611328518107394
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937899.9878337,539,538,0,142,1.712999977171421,29630,5,False,539,84,3.604955006743757
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937907.319398,543,542,0,223,-1.1999999545514584,0,4,False,543,84,3.6119897048867764
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937914.6698997,547,546,0,47,7.7459998689591885,29460,4,True,547,85,3.618167651372471
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937918.389716,549,548,0,215,7.69299978017807,27930,2,True,549,85,3.617452779243414
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937922.0975642,551,550,0,226,8.149999856948853,32500,2,True,551,85,3.6205263863593613
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937932.2925472,555,554,0,328,6.3159998171031475,15160,4,True,555,85,3.6194421378544055
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937942.1059415,560,559,0,110,0.6750001013278961,19250,5,False,560,85,3.6147337060228044
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937951.3896072,564,563,0,185,0.9820001274347305,21820,4,False,564,85,3.608543509342174
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937955.0072775,566,565,0,307,7.899999797344208,30000,2,True,566,85,3.606828040798934
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937964.1286209,571,570,0,48,1.4070000760257244,26570,5,False,571,85,3.602404894560965
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937967.6069164,573,572,0,202,7.911999762058258,30120,2,True,573,85,3.6007070436054915
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937971.4042401,575,574,0,308,7.699999809265137,28000,2,True,575,85,3.59736251819745
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937978.8692753,579,578,0,176,-0.8469999469816685,3530,4,False,579,87,3.609905173168592
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937988.0482175,584,583,0,163,1.2290002331137657,24790,5,False,584,87,3.6012384019268326
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778937995.4195552,588,587,0,320,-0.7959999516606331,4040,4,False,588,88,3.6051537404467475
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938000.8836334,591,590,0,212,7.819999862462282,29700,3,True,591,88,3.5997468423373675
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938010.1181786,596,595,0,142,1.8910001367330551,31410,5,False,596,89,3.600736034375268
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938013.7695255,598,597,0,307,7.899999797344208,30000,2,True,598,89,3.5988584395018113
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938021.1960511,602,601,0,58,0.22700004279613495,14270,4,False,602,89,3.5974328062289285
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938030.2356193,607,606,0,67,0.9690000209957361,22190,5,False,607,90,3.60972046760183
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938037.7376082,611,610,0,143,0.6800000257790089,18800,4,False,611,90,3.610984469969318
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938042.2048402,613,612,0,201,8.562999963760376,36630,2,True,613,90,3.6074856584453783
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938047.830509,616,615,0,329,6.871999755501747,20220,3,True,616,91,3.6207066486505894
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938053.559323,619,618,0,327,6.997999746352434,21480,3,True,619,91,3.6149242432325916
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938062.7860134,624,623,0,97,2.5320001244544983,37820,5,False,624,92,3.6180387085678842
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938066.3877053,626,625,0,200,8.280999898910522,33810,2,True,626,93,3.622379711813044
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938073.781578,630,629,0,9,-0.6549999639391899,5450,4,False,630,95,3.635220550513412
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938081.168295,634,633,0,217,6.56999984011054,17700,4,True,634,96,3.6356621529812285
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938088.7556388,638,637,0,99,3.4170000478625298,46170,4,False,638,97,3.6486824455098428
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938092.2032633,640,639,0,226,8.199999809265137,33000,2,True,640,97,3.6479545622263747
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938101.5232842,645,644,0,124,0.7200000286102295,19700,5,False,645,98,3.652627607404595
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938104.9555683,647,646,0,222,8.287999868392944,33880,2,True,647,98,3.6506264692625234
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938112.402939,651,650,0,85,1.6600001566112041,28600,4,False,651,99,3.6523034225926034
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938119.7698398,655,654,0,13,-0.9889999516308308,2110,4,False,655,101,3.665859181167715
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938128.03368,659,658,0,112,2.606000065803528,38060,4,False,659,101,3.665598742209607
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938137.1728535,664,663,0,61,-0.34199993684887886,9080,5,False,664,102,3.6706905101775797
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938144.9017248,668,667,0,49,6.401999782770872,16020,4,True,668,102,3.666783216741906
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938152.4238603,672,671,0,209,6.1499998569488525,13500,4,True,672,103,3.6775462883071333
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938161.8023384,677,676,0,46,1.3280001655220985,25780,5,False,677,105,3.696041443827764
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938165.224247,679,678,0,319,7.649999797344208,27500,2,True,679,105,3.6953903723407038
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938172.9024189,683,682,0,315,-0.051999930292367935,11480,4,False,683,105,3.6940185467543314
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938180.586934,687,686,0,68,-0.5759999416768551,6240,4,False,687,105,3.7008508408695593
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938184.1538258,689,688,0,200,8.233999848365784,33340,2,True,689,105,3.7038711271329023
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938189.5689487,692,691,0,90,8.406999826431274,35570,3,True,692,105,3.699570499234516
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938195.2893918,695,694,0,91,8.007999897003174,31580,3,True,695,106,3.706111631947672
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938198.9823818,697,696,0,208,7.967999815940857,30680,2,True,697,106,3.70469770322625
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938206.6842654,701,700,0,140,0.5100000202655792,17100,4,False,701,106,3.7026608572705344
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938216.387714,706,705,0,69,9.423999860882759,46740,5,True,706,106,3.7030341030344758
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938223.965889,710,709,0,162,0.07800011709332466,12780,4,False,710,106,3.7053094169316747
ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778938231.3547866,714,713,0,162,-0.025999952107667923,11740,4,False,714,106,3.7063106719896513
